#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RUNX1	CREBBP	9606.ENSP00000300305	9606.ENSP00000262367	0	0	0	0	0	0.512	0.500	0.916	0.977
RUNX1	CBFA2T2	9606.ENSP00000300305	9606.ENSP00000262653	0	0	0	0	0	0.512	0	0.818	0.907
RUNX1	TCF3	9606.ENSP00000300305	9606.ENSP00000262965	0	0	0	0	0.088	0.292	0.500	0.932	0.975
RUNX1	EP300	9606.ENSP00000300305	9606.ENSP00000263253	0	0	0	0	0	0.513	0.500	0.960	0.989
RUNX1	MECOM	9606.ENSP00000300305	9606.ENSP00000264674	0	0	0	0	0.042	0.067	0.900	0.889	0.988
RUNX1	LYL1	9606.ENSP00000300305	9606.ENSP00000264824	0	0	0	0	0.062	0	0	0.896	0.898
RUNX1	LEF1	9606.ENSP00000300305	9606.ENSP00000265165	0	0	0	0	0.101	0	0.500	0.924	0.963
RUNX1	KAT6A	9606.ENSP00000300305	9606.ENSP00000265713	0	0	0	0	0.047	0.513	0	0.919	0.959
RUNX1	CDK6	9606.ENSP00000300305	9606.ENSP00000265734	0	0	0	0	0.082	0.603	0.700	0.433	0.929
RUNX1	PML	9606.ENSP00000300305	9606.ENSP00000268058	0	0	0	0	0.148	0.513	0.900	0.452	0.974
RUNX1	CBFA2T3	9606.ENSP00000300305	9606.ENSP00000268679	0	0	0	0	0	0.513	0	0.954	0.976
RUNX1	CSF1R	9606.ENSP00000300305	9606.ENSP00000286301	0	0	0	0	0.090	0.423	0.900	0.728	0.983
RUNX1	CTBP1	9606.ENSP00000300305	9606.ENSP00000290921	0	0	0	0	0	0.313	0.900	0.649	0.973
RUNX1	TAL1	9606.ENSP00000300305	9606.ENSP00000294339	0	0	0	0	0	0.513	0.800	0.967	0.996
RUNX1	IL3	9606.ENSP00000300305	9606.ENSP00000296870	0	0	0	0	0	0	0.900	0.742	0.973
RUNX1	CSF2	9606.ENSP00000300305	9606.ENSP00000296871	0	0	0	0	0.056	0	0.900	0.434	0.941
RUNX1	RUNX2	9606.ENSP00000300305	9606.ENSP00000360493	0	0	0.055	0.956	0.137	0.610	0	0.716	0.897
RUNX1	FOXO3	9606.ENSP00000300305	9606.ENSP00000339527	0	0	0	0	0	0	0	0.908	0.908
RUNX1	TCF12	9606.ENSP00000300305	9606.ENSP00000388940	0	0	0	0	0.086	0.292	0.500	0.758	0.911
RUNX1	PAX5	9606.ENSP00000300305	9606.ENSP00000350844	0	0	0	0	0	0.331	0.500	0.782	0.920
RUNX1	FLI1	9606.ENSP00000300305	9606.ENSP00000433488	0	0	0	0	0.078	0.236	0.800	0.505	0.921
RUNX1	MYH11	9606.ENSP00000300305	9606.ENSP00000379616	0	0	0	0	0.042	0	0	0.922	0.922
RUNX1	MYB	9606.ENSP00000300305	9606.ENSP00000339992	0	0	0	0	0.064	0	0.800	0.690	0.936
RUNX1	YAP1	9606.ENSP00000300305	9606.ENSP00000478927	0	0	0	0	0	0.783	0.500	0.457	0.936
RUNX1	IKZF1	9606.ENSP00000300305	9606.ENSP00000331614	0	0	0	0	0.123	0.311	0	0.911	0.941
RUNX1	CTBP2	9606.ENSP00000300305	9606.ENSP00000311825	0	0	0	0	0	0.344	0.900	0.194	0.942
RUNX1	SRC	9606.ENSP00000300305	9606.ENSP00000362680	0	0	0	0	0.060	0	0.900	0.442	0.943
RUNX1	LDB1	9606.ENSP00000300305	9606.ENSP00000501277	0	0	0	0	0	0.089	0.500	0.888	0.944
RUNX1	HIF1A	9606.ENSP00000300305	9606.ENSP00000437955	0	0	0	0	0	0.322	0	0.923	0.945
RUNX1	SIN3A	9606.ENSP00000300305	9606.ENSP00000378402	0	0	0	0	0.049	0.329	0.500	0.868	0.952
RUNX1	PTPN11	9606.ENSP00000300305	9606.ENSP00000489597	0	0	0	0	0.070	0	0.900	0.611	0.960
RUNX1	PRMT1	9606.ENSP00000300305	9606.ENSP00000406162	0	0	0	0	0	0.297	0.800	0.743	0.960
RUNX1	CEBPB	9606.ENSP00000300305	9606.ENSP00000305422	0	0	0	0	0.062	0.859	0	0.807	0.972
RUNX1	RUNX3	9606.ENSP00000300305	9606.ENSP00000382800	0	0	0.053	0.955	0.062	0	0.900	0.803	0.980
RUNX1	ETV6	9606.ENSP00000300305	9606.ENSP00000379658	0	0	0	0	0.101	0.060	0	0.982	0.983
RUNX1	HDAC2	9606.ENSP00000300305	9606.ENSP00000430432	0	0	0	0	0	0.525	0.900	0.691	0.984
RUNX1	GATA3	9606.ENSP00000300305	9606.ENSP00000368632	0	0	0	0	0.056	0.125	0.500	0.976	0.989
RUNX1	GATA1	9606.ENSP00000300305	9606.ENSP00000365858	0	0	0	0	0	0.132	0.500	0.978	0.989
RUNX1	CEBPA	9606.ENSP00000300305	9606.ENSP00000427514	0	0	0	0	0	0.328	0.900	0.925	0.994
RUNX1	GATA2	9606.ENSP00000300305	9606.ENSP00000345681	0	0	0	0	0.047	0.125	0.800	0.981	0.996
RUNX1	HDAC1	9606.ENSP00000300305	9606.ENSP00000362649	0	0	0	0	0.049	0.743	0.900	0.955	0.998
RUNX1	RUNX1T1	9606.ENSP00000300305	9606.ENSP00000402257	0	0	0	0	0	0.512	0.900	0.998	0.999
RUNX1	ETS1	9606.ENSP00000300305	9606.ENSP00000376436	0	0	0	0	0.115	0.928	0	0.992	0.999
RUNX1	FOXP3	9606.ENSP00000300305	9606.ENSP00000365380	0	0	0	0	0.047	0.332	0.900	0.989	0.999
RUNX1	CBFB	9606.ENSP00000300305	9606.ENSP00000415151	0	0	0	0	0.048	0.995	0.900	0.999	0.999
RUNX1T1	SPI1	9606.ENSP00000402257	9606.ENSP00000227163	0	0	0	0	0	0.089	0.900	0.319	0.932
RUNX1T1	RARA	9606.ENSP00000402257	9606.ENSP00000254066	0	0	0	0	0	0.071	0	0.812	0.818
RUNX1T1	CBFA2T2	9606.ENSP00000402257	9606.ENSP00000262653	0	0	0.054	0.962	0	0.735	0	0.649	0.904
RUNX1T1	MECOM	9606.ENSP00000402257	9606.ENSP00000264674	0	0	0	0	0.073	0.041	0	0.735	0.744
RUNX1T1	CBFA2T3	9606.ENSP00000402257	9606.ENSP00000268679	0	0	0.054	0.966	0.054	0.762	0	0.070	0.775
RUNX1T1	RUNX1	9606.ENSP00000402257	9606.ENSP00000300305	0	0	0	0	0	0.512	0.900	0.998	0.999
RUNX1T1	HDAC1	9606.ENSP00000402257	9606.ENSP00000362649	0	0	0	0	0.055	0.799	0	0.506	0.898
RUNX1T1	SIN3A	9606.ENSP00000402257	9606.ENSP00000378402	0	0	0	0	0	0.625	0	0.548	0.823
RUNX1T1	MYH11	9606.ENSP00000402257	9606.ENSP00000379616	0	0	0	0	0.110	0.048	0	0.798	0.814
RUNX1T1	TCF12	9606.ENSP00000402257	9606.ENSP00000388940	0	0	0	0	0.055	0.960	0	0.747	0.989
RUNX1T1	CBFB	9606.ENSP00000402257	9606.ENSP00000415151	0	0	0	0	0	0	0	0.780	0.780
RUNX1T1	CEBPA	9606.ENSP00000402257	9606.ENSP00000427514	0	0	0	0	0.056	0.067	0.900	0.611	0.961
RUNX2	CREBBP	9606.ENSP00000360493	9606.ENSP00000262367	0	0	0	0	0.047	0.294	0	0.703	0.783
RUNX2	EP300	9606.ENSP00000360493	9606.ENSP00000263253	0	0	0	0	0.042	0.627	0	0.704	0.885
RUNX2	LEF1	9606.ENSP00000360493	9606.ENSP00000265165	0	0	0	0	0.122	0	0	0.823	0.838
RUNX2	KAT6A	9606.ENSP00000360493	9606.ENSP00000265713	0	0	0	0	0.045	0.048	0	0.805	0.807
RUNX2	RUNX1	9606.ENSP00000360493	9606.ENSP00000300305	0	0	0.055	0.956	0.137	0.610	0	0.716	0.897
RUNX2	CEBPB	9606.ENSP00000360493	9606.ENSP00000305422	0	0	0	0	0.060	0.092	0	0.939	0.944
RUNX2	CEBPA	9606.ENSP00000360493	9606.ENSP00000427514	0	0	0	0	0	0.091	0	0.755	0.767
RUNX2	ETS1	9606.ENSP00000360493	9606.ENSP00000376436	0	0	0	0	0.092	0.492	0	0.625	0.812
RUNX2	HIF1A	9606.ENSP00000360493	9606.ENSP00000437955	0	0	0	0	0.049	0.292	0	0.787	0.844
RUNX2	FLI1	9606.ENSP00000360493	9606.ENSP00000433488	0	0	0	0	0.073	0.840	0	0.064	0.849
RUNX2	HDAC1	9606.ENSP00000360493	9606.ENSP00000362649	0	0	0	0	0	0.636	0	0.681	0.879
RUNX2	RUNX3	9606.ENSP00000360493	9606.ENSP00000382800	0	0	0	0.947	0.048	0.610	0	0.836	0.933
RUNX2	YAP1	9606.ENSP00000360493	9606.ENSP00000478927	0	0	0	0	0	0.777	0.500	0.780	0.973
RUNX2	CBFB	9606.ENSP00000360493	9606.ENSP00000415151	0	0	0	0	0	0.988	0.900	0.996	0.999
RUNX3	TBX21	9606.ENSP00000382800	9606.ENSP00000177694	0	0	0	0	0.208	0.091	0.900	0.892	0.991
RUNX3	EP300	9606.ENSP00000382800	9606.ENSP00000263253	0	0	0	0	0.044	0.513	0.500	0.802	0.948
RUNX3	LEF1	9606.ENSP00000382800	9606.ENSP00000265165	0	0	0	0	0.097	0	0.700	0.439	0.834
RUNX3	RUNX1	9606.ENSP00000382800	9606.ENSP00000300305	0	0	0.053	0.955	0.062	0	0.900	0.803	0.980
RUNX3	IKZF1	9606.ENSP00000382800	9606.ENSP00000331614	0	0	0	0	0.228	0.311	0	0.832	0.903
RUNX3	FOXO3	9606.ENSP00000382800	9606.ENSP00000339527	0	0	0	0	0	0	0.500	0.576	0.779
RUNX3	RUNX2	9606.ENSP00000382800	9606.ENSP00000360493	0	0	0	0.947	0.048	0.610	0	0.836	0.933
RUNX3	SRC	9606.ENSP00000382800	9606.ENSP00000362680	0	0	0	0	0.049	0	0.900	0.357	0.933
RUNX3	YAP1	9606.ENSP00000382800	9606.ENSP00000478927	0	0	0	0	0	0.325	0.500	0.204	0.708
RUNX3	CBFB	9606.ENSP00000382800	9606.ENSP00000415151	0	0	0	0	0.048	0.905	0.900	0.997	0.999
SIN3A	CREBBP	9606.ENSP00000378402	9606.ENSP00000262367	0	0	0	0	0.251	0.099	0.500	0.452	0.790
SIN3A	EP300	9606.ENSP00000378402	9606.ENSP00000263253	0	0	0	0	0.227	0.095	0.500	0.537	0.816
SIN3A	TAL1	9606.ENSP00000378402	9606.ENSP00000294339	0	0	0	0	0	0.528	0	0.532	0.770
SIN3A	RUNX1	9606.ENSP00000378402	9606.ENSP00000300305	0	0	0	0	0.049	0.329	0.500	0.868	0.952
SIN3A	IKZF1	9606.ENSP00000378402	9606.ENSP00000331614	0	0	0	0	0.047	0.648	0	0.920	0.971
SIN3A	MYB	9606.ENSP00000378402	9606.ENSP00000339992	0	0	0	0	0.056	0.294	0.800	0.146	0.871
SIN3A	HDAC1	9606.ENSP00000378402	9606.ENSP00000362649	0	0	0	0	0.265	0.996	0.800	0.998	0.999
SIN3A	GATA1	9606.ENSP00000378402	9606.ENSP00000365858	0	0	0	0	0	0.171	0.500	0.566	0.804
SIN3A	CBFB	9606.ENSP00000378402	9606.ENSP00000415151	0	0	0	0	0.107	0	0.500	0.495	0.754
SIN3A	PRMT1	9606.ENSP00000378402	9606.ENSP00000406162	0	0	0	0	0.056	0.069	0.500	0.553	0.777
SIN3A	RUNX1T1	9606.ENSP00000378402	9606.ENSP00000402257	0	0	0	0	0	0.625	0	0.548	0.823
SIN3A	HDAC2	9606.ENSP00000378402	9606.ENSP00000430432	0	0	0	0	0.088	0.958	0.900	0.997	0.999
SPI1	CBFB	9606.ENSP00000227163	9606.ENSP00000415151	0	0	0	0	0.042	0	0.500	0.445	0.710
SPI1	CSF2	9606.ENSP00000227163	9606.ENSP00000296871	0	0	0	0	0	0	0	0.733	0.733
SPI1	LMO2	9606.ENSP00000227163	9606.ENSP00000257818	0	0	0	0	0.211	0	0	0.698	0.751
SPI1	HDAC1	9606.ENSP00000227163	9606.ENSP00000362649	0	0	0	0	0	0.627	0	0.396	0.765
SPI1	CBFA2T3	9606.ENSP00000227163	9606.ENSP00000268679	0	0	0	0	0.147	0.092	0	0.760	0.797
SPI1	PAX5	9606.ENSP00000227163	9606.ENSP00000350844	0	0	0	0	0.104	0	0	0.804	0.817
SPI1	GATA3	9606.ENSP00000227163	9606.ENSP00000368632	0	0	0	0	0	0.301	0	0.764	0.828
SPI1	FLI1	9606.ENSP00000227163	9606.ENSP00000433488	0	0	0	0.593	0.175	0	0.800	0.153	0.848
SPI1	CEBPB	9606.ENSP00000227163	9606.ENSP00000305422	0	0	0	0	0.089	0.301	0	0.792	0.856
SPI1	IKZF1	9606.ENSP00000227163	9606.ENSP00000331614	0	0	0	0	0.312	0	0	0.810	0.864
SPI1	RUNX1T1	9606.ENSP00000227163	9606.ENSP00000402257	0	0	0	0	0	0.089	0.900	0.319	0.932
SPI1	MYB	9606.ENSP00000227163	9606.ENSP00000339992	0	0	0	0	0	0	0.800	0.677	0.932
SPI1	PML	9606.ENSP00000227163	9606.ENSP00000268058	0	0	0	0	0.056	0.301	0.900	0.176	0.938
SPI1	TAL1	9606.ENSP00000227163	9606.ENSP00000294339	0	0	0	0	0.135	0	0.800	0.696	0.943
SPI1	EP300	9606.ENSP00000227163	9606.ENSP00000263253	0	0	0	0	0.063	0.107	0.800	0.717	0.946
SPI1	RARA	9606.ENSP00000227163	9606.ENSP00000254066	0	0	0	0	0.149	0.292	0.900	0.678	0.978
SPI1	CEBPA	9606.ENSP00000227163	9606.ENSP00000427514	0	0	0	0	0.207	0.516	0.500	0.957	0.990
SPI1	CSF1R	9606.ENSP00000227163	9606.ENSP00000286301	0	0	0	0	0.509	0	0.900	0.858	0.992
SPI1	GATA2	9606.ENSP00000227163	9606.ENSP00000345681	0	0	0	0	0	0.627	0.800	0.916	0.993
SPI1	RUNX1	9606.ENSP00000227163	9606.ENSP00000300305	0	0	0	0	0.064	0.292	0.900	0.913	0.993
SPI1	GATA1	9606.ENSP00000227163	9606.ENSP00000365858	0	0	0	0	0.084	0.512	0	0.992	0.996
SRC	CREBBP	9606.ENSP00000362680	9606.ENSP00000262367	0	0	0	0	0.064	0.513	0	0.879	0.940
SRC	EP300	9606.ENSP00000362680	9606.ENSP00000263253	0	0	0	0	0.064	0.299	0	0.942	0.959
SRC	CSF1R	9606.ENSP00000362680	9606.ENSP00000286301	0	0	0	0.684	0.104	0.357	0.500	0.488	0.833
SRC	RUNX1	9606.ENSP00000362680	9606.ENSP00000300305	0	0	0	0	0.060	0	0.900	0.442	0.943
SRC	PRMT1	9606.ENSP00000362680	9606.ENSP00000406162	0	0	0	0	0.086	0.046	0	0.724	0.739
SRC	HIF1A	9606.ENSP00000362680	9606.ENSP00000437955	0	0	0	0	0	0.632	0	0.666	0.872
SRC	RUNX3	9606.ENSP00000362680	9606.ENSP00000382800	0	0	0	0	0.049	0	0.900	0.357	0.933
SRC	YAP1	9606.ENSP00000362680	9606.ENSP00000478927	0	0	0	0	0.042	0.071	0.700	0.838	0.951
SRC	PTPN11	9606.ENSP00000362680	9606.ENSP00000489597	0	0	0	0.556	0.103	0.538	0.800	0.980	0.998
TAL1	SPI1	9606.ENSP00000294339	9606.ENSP00000227163	0	0	0	0	0.135	0	0.800	0.696	0.943
TAL1	LMO2	9606.ENSP00000294339	9606.ENSP00000257818	0	0	0	0	0.179	0.977	0.500	0.999	0.999
TAL1	TCF3	9606.ENSP00000294339	9606.ENSP00000262965	0	0	0	0	0.049	0.860	0.500	0.996	0.999
TAL1	EP300	9606.ENSP00000294339	9606.ENSP00000263253	0	0	0	0	0	0.625	0	0.717	0.889
TAL1	LYL1	9606.ENSP00000294339	9606.ENSP00000264824	0	0	0	0.799	0.181	0.292	0	0.692	0.805
TAL1	CBFA2T3	9606.ENSP00000294339	9606.ENSP00000268679	0	0	0	0	0.064	0.639	0	0.885	0.958
TAL1	SIN3A	9606.ENSP00000294339	9606.ENSP00000378402	0	0	0	0	0	0.528	0	0.532	0.770
TAL1	HDAC2	9606.ENSP00000294339	9606.ENSP00000430432	0	0	0	0	0	0.540	0	0.523	0.771
TAL1	ETS1	9606.ENSP00000294339	9606.ENSP00000376436	0	0	0	0	0	0.294	0	0.713	0.789
TAL1	HDAC1	9606.ENSP00000294339	9606.ENSP00000362649	0	0	0	0	0	0.547	0	0.567	0.795
TAL1	CEBPA	9606.ENSP00000294339	9606.ENSP00000427514	0	0	0	0	0.086	0	0.500	0.640	0.821
TAL1	CBFB	9606.ENSP00000294339	9606.ENSP00000415151	0	0	0	0	0	0	0.500	0.700	0.843
TAL1	FLI1	9606.ENSP00000294339	9606.ENSP00000433488	0	0	0	0	0.084	0.045	0.800	0.553	0.911
TAL1	MYB	9606.ENSP00000294339	9606.ENSP00000339992	0	0	0	0	0.042	0.292	0.800	0.516	0.925
TAL1	GATA3	9606.ENSP00000294339	9606.ENSP00000368632	0	0	0	0	0.067	0.521	0.800	0.938	0.993
TAL1	RUNX1	9606.ENSP00000294339	9606.ENSP00000300305	0	0	0	0	0	0.513	0.800	0.967	0.996
TAL1	TCF12	9606.ENSP00000294339	9606.ENSP00000388940	0	0	0	0	0.049	0.983	0.500	0.900	0.999
TAL1	LDB1	9606.ENSP00000294339	9606.ENSP00000501277	0	0	0	0	0	0.922	0.800	0.995	0.999
TAL1	GATA1	9606.ENSP00000294339	9606.ENSP00000365858	0	0	0	0	0.313	0.520	0.500	0.998	0.999
TAL1	GATA2	9606.ENSP00000294339	9606.ENSP00000345681	0	0	0	0	0.121	0.248	0.800	0.997	0.999
TBX21	ETS1	9606.ENSP00000177694	9606.ENSP00000376436	0	0	0	0	0.137	0.045	0	0.862	0.876
TBX21	FOXP3	9606.ENSP00000177694	9606.ENSP00000365380	0	0	0	0	0.085	0	0	0.931	0.934
TBX21	RUNX1	9606.ENSP00000177694	9606.ENSP00000300305	0	0	0	0	0.055	0.091	0.900	0.743	0.974
TBX21	RUNX3	9606.ENSP00000177694	9606.ENSP00000382800	0	0	0	0	0.208	0.091	0.900	0.892	0.991
TBX21	GATA3	9606.ENSP00000177694	9606.ENSP00000368632	0	0	0	0	0.113	0.311	0.900	0.956	0.997
TCF12	LMO2	9606.ENSP00000388940	9606.ENSP00000257818	0	0	0	0	0.042	0.902	0.500	0.586	0.978
TCF12	CREBBP	9606.ENSP00000388940	9606.ENSP00000262367	0	0	0	0	0.044	0.927	0	0.158	0.937
TCF12	TCF3	9606.ENSP00000388940	9606.ENSP00000262965	0	0	0.052	0.927	0.042	0.299	0.400	0.478	0.764
TCF12	EP300	9606.ENSP00000388940	9606.ENSP00000263253	0	0	0	0	0.060	0.396	0.800	0.321	0.912
TCF12	TAL1	9606.ENSP00000388940	9606.ENSP00000294339	0	0	0	0	0.049	0.983	0.500	0.900	0.999
TCF12	RUNX1	9606.ENSP00000388940	9606.ENSP00000300305	0	0	0	0	0.086	0.292	0.500	0.758	0.911
TCF12	GATA2	9606.ENSP00000388940	9606.ENSP00000345681	0	0	0	0	0.048	0	0.500	0.499	0.740
TCF12	HDAC1	9606.ENSP00000388940	9606.ENSP00000362649	0	0	0	0	0.049	0	0	0.702	0.705
TCF12	GATA3	9606.ENSP00000388940	9606.ENSP00000368632	0	0	0	0	0.048	0	0.500	0.572	0.778
TCF12	LDB1	9606.ENSP00000388940	9606.ENSP00000501277	0	0	0	0	0.055	0.802	0.500	0.662	0.964
TCF12	RUNX1T1	9606.ENSP00000388940	9606.ENSP00000402257	0	0	0	0	0.055	0.960	0	0.747	0.989
TCF3	LMO2	9606.ENSP00000262965	9606.ENSP00000257818	0	0	0	0	0	0.090	0.500	0.993	0.996
TCF3	CREBBP	9606.ENSP00000262965	9606.ENSP00000262367	0	0	0	0	0.059	0.822	0	0.547	0.917
TCF3	IKZF1	9606.ENSP00000262965	9606.ENSP00000331614	0	0	0	0	0.074	0.066	0	0.690	0.708
TCF3	HDAC2	9606.ENSP00000262965	9606.ENSP00000430432	0	0	0	0	0.056	0	0	0.719	0.723
TCF3	TCF12	9606.ENSP00000262965	9606.ENSP00000388940	0	0	0.052	0.927	0.042	0.299	0.400	0.478	0.764
TCF3	PAX5	9606.ENSP00000262965	9606.ENSP00000350844	0	0	0	0	0.042	0	0	0.856	0.856
TCF3	GATA2	9606.ENSP00000262965	9606.ENSP00000345681	0	0	0	0	0.055	0.230	0.500	0.665	0.861
TCF3	CBFA2T3	9606.ENSP00000262965	9606.ENSP00000268679	0	0	0	0	0.049	0.528	0	0.757	0.881
TCF3	GATA3	9606.ENSP00000262965	9606.ENSP00000368632	0	0	0	0	0.048	0	0.500	0.779	0.885
TCF3	CBFB	9606.ENSP00000262965	9606.ENSP00000415151	0	0	0	0	0.049	0	0.500	0.869	0.932
TCF3	EP300	9606.ENSP00000262965	9606.ENSP00000263253	0	0	0	0	0.062	0.668	0	0.826	0.941
TCF3	RUNX1	9606.ENSP00000262965	9606.ENSP00000300305	0	0	0	0	0.088	0.292	0.500	0.932	0.975
TCF3	GATA1	9606.ENSP00000262965	9606.ENSP00000365858	0	0	0	0	0.069	0	0.500	0.991	0.995
TCF3	LYL1	9606.ENSP00000262965	9606.ENSP00000264824	0	0	0	0	0.055	0.393	0.900	0.947	0.996
TCF3	LDB1	9606.ENSP00000262965	9606.ENSP00000501277	0	0	0	0	0.123	0.294	0.500	0.993	0.997
TCF3	TAL1	9606.ENSP00000262965	9606.ENSP00000294339	0	0	0	0	0.049	0.860	0.500	0.996	0.999
YAP1	LEF1	9606.ENSP00000478927	9606.ENSP00000265165	0	0	0	0	0	0	0.800	0.415	0.878
YAP1	RUNX1	9606.ENSP00000478927	9606.ENSP00000300305	0	0	0	0	0	0.783	0.500	0.457	0.936
YAP1	RUNX2	9606.ENSP00000478927	9606.ENSP00000360493	0	0	0	0	0	0.777	0.500	0.780	0.973
YAP1	SRC	9606.ENSP00000478927	9606.ENSP00000362680	0	0	0	0	0.042	0.071	0.700	0.838	0.951
YAP1	RUNX3	9606.ENSP00000478927	9606.ENSP00000382800	0	0	0	0	0	0.325	0.500	0.204	0.708
