"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050767","GO:0050767","regulation of neurogenesis","37/915","329/15025",0.000229570175240156,0.00586591378803294,0.00450093249978236,"ABCC8/IFRD1/PAX6/SPEN/SMARCD3/SEMA5B/HIF1A/BMP7/SLC7A5/PTPRS/NEURL1/OPRM1/VEGFA/HES1/TNR/CXCR4/IL1B/ID1/NR1D1/LIF/DLL4/PER2/SORL1/PARP6/DUSP10/NTRK2/TRIM11/HEY1/NDEL1/CTNNB1/MECP2/CLCF1/ULK1/RELN/SMURF1/OLIG2/PLXNA4",37
"GO:0010958","GO:0010958","regulation of amino acid import across plasma membrane","6/915","16/15025",0.000236755851756924,0.00593262127083653,0.00455211734295921,"ATP1A2/SLC7A5/RGS2/PER2/AGT/SLC43A2",6
"GO:1903789","GO:1903789","regulation of amino acid transmembrane transport","6/915","16/15025",0.000236755851756924,0.00593262127083653,0.00455211734295921,"ATP1A2/SLC7A5/RGS2/PER2/AGT/SLC43A2",6
"GO:0009266","GO:0009266","response to temperature stimulus","23/915","169/15025",0.000239867278654087,0.00595306973386961,0.00456780750738405,"CREBBP/IGF1/CASP8/ATP2B1/ACADVL/PTGS2/TRPM3/EP300/NFKBIA/DNAJC2/IL1A/CXCR4/THRA/THBS1/ADM/FOXO1/IER5/MAPKAPK2/FOS/EIF2AK3/METRNL/IRAK1/HSP90AB4P",23
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","31/915","262/15025",0.000298935604213476,0.00719329254683407,0.0055194340343936,"HECW1/CCDC88C/FGFR2/EDN1/CYLD/WNT11/PPM1A/EMD/TLE4/APC2/FOXO3/UBE2B/EGR1/SOX4/KLF4/TLE3/RBMS3/LATS2/FOXO1/NR4A2/SMAD3/TMEM88/CTNNB1/DDIT3/AMER3/ZNF703/WNT7B/LRRK2/SRC/DACT3/DDX3X",31
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","29/915","239/15025",0.000303039015271355,0.00722480304763644,0.00554361213217525,"IGF1/CNN2/RIPK2/JAK3/AHR/VSIR/BCL6/HES1/IL1A/TNFAIP3/CDKN1A/IRF1/IL1B/TNFSF9/TICAM1/LRRC32/CD1D/ICOSLG/IKZF3/CTNNB1/CCDC88B/CEBPB/TRAF6/CLCF1/IRS2/CD55/PELI1/AGER/RASSF5",29
"GO:0042093","GO:0042093","T-helper cell differentiation","12/915","62/15025",0.000309246469482396,0.00732448144842552,0.0056200956554335,"BCL3/RIPK2/RELB/JAK3/BCL6/CRACR2A/RARA/NFKBIZ/NLRP3/ZC3H12A/NFKBID/JUNB",12
"GO:0071498","GO:0071498","cellular response to fluid shear stress","6/915","17/15025",0.000347129525943938,0.00803821808513933,0.00616774782703962,"PTGS2/PTK2B/KLF2/KLF4/MAPK7/SRC",6
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","9/915","38/15025",0.000363208241124506,0.00833611126864075,0.00639632212245811,"RIPK2/JAK3/BCL6/RARA/NFKBIZ/NLRP3/ZC3H12A/NFKBID/JUNB",9
"GO:0021700","GO:0021700","developmental maturation","30/915","255/15025",0.000409535668288776,0.00911700219490935,0.00699550197334475,"IGF1/SEZ6/EDN1/BRD1/HIF1A/REC8/BLOC1S6/HOXA5/NEURL1/ZBTB16/VEGFA/HES1/FOXO3/PTK2B/EREG/KLF2/H3-3B/MTCH1/SLC24A4/NR4A2/KCNB1/NPR2/AP1G1/CTNNB1/MECP2/DDIT3/RFLNB/LRRK2/RELN/SLFN14",30
"GO:0046685","GO:0046685","response to arsenic-containing substance","8/915","31/15025",0.000411614359050834,0.00912369656002986,0.00700063857893172,"MKNK2/PPIF/ATF4/HNRNPA1/ATF3/ZC3H12A/ZFAND2A/DDX3X",8
"GO:0035051","GO:0035051","cardiocyte differentiation","18/915","122/15025",0.000413784396182183,0.00912369656002986,0.00700063857893172,"IGF1/TGFBR3/CDC42/EDN1/BMP7/VEGFA/HES1/RGS2/ADRA1A/RARA/KDM6B/AGT/MYOCD/SIK1/NRG1/SPRY1/FRS2/ALPK2",18
"GO:0002287","GO:0002287","alpha-beta T cell activation involved in immune response","12/915","64/15025",0.000420314166515652,0.00912369656002986,0.00700063857893172,"BCL3/RIPK2/RELB/JAK3/BCL6/CRACR2A/RARA/NFKBIZ/NLRP3/ZC3H12A/NFKBID/JUNB",12
"GO:0031099","GO:0031099","regeneration","22/915","165/15025",0.000433705148679073,0.00929598597602625,0.00713283674273847,"IFRD1/IGF1/TGFBR3/SRSF5/KLF5/SLC7A5/PTPRS/CDKN1B/TNR/FLT3/CDKN1A/KLF4/PNPT1/MAPK8IP3/DUSP10/BIN3/ADM/NDEL1/TMEM182/CEBPB/ULK1/JUN",22
"GO:0043331","GO:0043331","response to dsRNA","9/915","39/15025",0.000446975384903482,0.00950189066186214,0.00729082799965516,"NFKBIA/RIOK3/RIPK2/TICAM1/FLOT1/PMAIP1/DDX21/NOD2/PELI1",9
"GO:0002764","GO:0002764","immune response-regulating signaling pathway","43/915","416/15025",0.00047216967970768,0.00987558116388603,0.00757756179530873,"CREBBP/CYLD/FCN1/EP300/NFKBIA/RIOK3/RIPK2/PTPRS/MAPK10/PDE4D/TNFAIP3/ELF1/IRF1/FFAR2/NR1D1/TICAM1/THEMIS2/OASL/USP15/MYO1G/FLOT1/BCL10/NFKBIZ/TNIP1/RABGEF1/ICOSLG/NLRP3/MAPKAPK2/ZC3H12A/NOD2/NFKBID/FPR1/RELA/TRAF6/PTPN2/IRAK1/PDE4B/IRF7/SRC/PELI1/C5AR1/DDX3X/USP17L2",43
"GO:0032608","GO:0032608","interferon-beta production","11/915","56/15025",0.00047797214110555,0.00987745615902187,0.00757900048446251,"RIOK3/RIPK2/RELB/PTPRS/IRF1/TICAM1/FLOT1/REL/TBK1/IRF7/DDX3X",11
"GO:0032648","GO:0032648","regulation of interferon-beta production","11/915","56/15025",0.00047797214110555,0.00987745615902187,0.00757900048446251,"RIOK3/RIPK2/RELB/PTPRS/IRF1/TICAM1/FLOT1/REL/TBK1/IRF7/DDX3X",11
