"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008015","GO:0008015","blood circulation","63/1387","433/15025",0.000183783051940964,0.00545124245999085,0.00439331981549877,"CD38/ABCC8/ATP1A2/CPS1/CASR/DSG2/CELF2/ROCK1/ABCC9/CDC42/ATP2B1/PTGS2/EDN1/HMOX1/BVES/VEGFA/HBEGF/PDE4D/HRH2/RGS2/ECE1/SGK1/GNA13/ADRA1A/CXCR4/THRA/KLF2/DLL4/GCH1/PER2/AGT/EDNRB/ENPEP/ADM/CACNA1C/ANGPT1/TTN/NPR2/ZC3H12A/VSTM4/CACNB2/SMAD3/MECP2/KCND3/GRK2/P2RY2/SCN4B/CHRM2/PDE4B/PRKG1/FFAR3/PDE2A/UTS2B/HRH1/ADA/SRC/AVPR1B/DLL1/F5/DMD/AGER/HBB/SOD2",63
"GO:0071559","GO:0071559","response to transforming growth factor beta","40/1387","241/15025",0.000185859483122121,0.00548335170259219,0.004419197617269,"CREBBP/RUNX3/ARID4A/ARID4B/FGFR2/ROCK1/TGFBR3/EDN1/PXN/EP300/PPM1A/MXRA5/ITGB8/ONECUT2/BMP2/ID1/CDKN1C/NFATC1/USP15/LRRC32/THBS1/FBN2/MYOCD/LATS2/ING1/NODAL/DDR2/SPRY1/MAPK7/SMAD3/ZEB2/FOS/LRG1/JUN/ZNF703/ZFP36L1/BCL9L/PDE2A/SRC/SMURF1",40
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","34/1387","194/15025",0.000193051012819643,0.00560559177750511,0.00451771456038876,"SYN1/ATP1A2/CHAT/CAMK2A/STXBP2/RPH3A/BLOC1S6/GRIK5/STX1A/NRXN2/ADRA1A/NR4A1/GFAP/PER2/SNAP25/AGTPBP1/STX11/FLOT1/MCTP2/GABRA2/PTPRN2/SYN2/SYNJ1/ADCY1/CACNB2/RAB3B/RIMS2/CHRM2/CACNB4/SYN3/PCLO/LRRK2/VAMP2/DOC2B",34
"GO:0046209","GO:0046209","nitric oxide metabolic process","17/1387","71/15025",0.000194163811605094,0.0056083861184571,0.00451996660358181,"CPS1/PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/GCH1/AGT/IL10/KLF4/PTX3/ZC3H12A/SMAD3/HBB/SOD2",17
"GO:0009896","GO:0009896","positive regulation of catabolic process","69/1387","487/15025",0.000206473898775373,0.00583005499774415,0.00469861620264089,"MYLIP/MLXIPL/IGF1/RB1CC1/TNFRSF1B/HERPUD1/ROCK1/NEDD4/TP53INP2/ATG16L1/WAC/GGA1/GTPBP1/TOM1/HMOX1/HIF1A/MEFV/RIPK2/VSIR/FBXW7/ATG2A/CDKN1B/TENT4A/APC2/ELAPOR1/RNF19B/TNFAIP3/FOXO3/PTK2B/TENT4B/IL1B/TICAM1/ZFP36/AGTPBP1/SORL1/PNPT1/FBXO11/TOB1/PLK2/C9orf72/FOXO1/NOCT/ADAM8/BCL2L11/MOV10/STX5/ZC3H12A/NOD2/TRIB1/PLK3/RNF152/ULK1/ARIH2/PNPLA2/ZFAND2A/SNX18/RGMA/TBK1/ZFP36L1/YTHDF3/IRS2/LRRK2/SUPT5H/HTT/SMURF1/TRIM13/PLIN5/KCNQ1OT1/DCP1A",69
"GO:0001558","GO:0001558","regulation of cell growth","57/1387","384/15025",0.000217038081805631,0.00606764533058476,0.00489009737870315,"CD38/IFRD1/CDK11A/EXTL3/IGF1/RUFY3/FSTL4/CTDP1/RASGRP2/CDC42/EDN1/SEMA5B/WNT11/ARHGAP4/SEMA6A/HNF4A/ADNP2/PTPRS/CDKN1B/VEGFA/HBEGF/PPP2CA/BCL6/TNR/RGS2/SGK1/PTK2B/CXCR4/CDKN1A/CDKN2D/H3-3B/BTG1/AGT/BLTP1/ESR2/MYOCD/ING1/S100A9/RICTOR/NDEL1/SMAD3/SERTAD3/SEMA6B/SFN/RIMS2/ULK1/SERTAD2/IST1/TSPYL2/SLIT1/SEMA4A/DACT3/ITSN2/SMURF1/MUC12/DDX3X/PLXNA4",57
"GO:0007611","GO:0007611","learning or memory","40/1387","243/15025",0.000222161384226594,0.00606764533058476,0.00489009737870315,"ABCC8/MAPK8IP2/ATP1A2/NRXN3/PTGS2/CIC/EP300/HIF1A/CALB1/B3GAT1/NRXN2/MDK/NEDD9/TNR/SGK1/THRA/LILRB2/PPP1R1B/SNAP25/AGT/PLK2/NTRK2/AFF2/SYNJ1/SHANK2/ADCY1/MECP2/FOS/CEBPB/FOSL1/PLCB1/FZD9/RELN/NLGN3/HRH1/SRC/HTT/AGER/ATXN1L/GRIN2B",40
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","17/1387","72/15025",0.000232640718051952,0.00629156294849324,0.00507055930367104,"CPS1/PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/GCH1/AGT/IL10/KLF4/PTX3/ZC3H12A/SMAD3/HBB/SOD2",17
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","16/1387","66/15025",0.000254813497789015,0.00666258799669193,0.00536957951938539,"PTGS2/EDN1/PTK2B/PTGIS/IL1B/KLF2/TICAM1/GCH1/AGT/IL10/KLF4/PTX3/ZC3H12A/SMAD3/HBB/SOD2",16
"GO:0007269","GO:0007269","neurotransmitter secretion","26/1387","136/15025",0.000262864894685417,0.00675512140377734,0.00544415496781346,"SYN1/CAMK2A/STXBP2/RPH3A/BLOC1S6/GRIK5/STX1A/NRXN2/ADRA1A/NR4A1/SNAP25/STX11/MCTP2/PTPRN2/SYN2/SYNJ1/ADCY1/CACNB2/RIMS2/CHRM2/CACNB4/SYN3/PCLO/LRRK2/VAMP2/DOC2B",26
"GO:0071347","GO:0071347","cellular response to interleukin-1","20/1387","93/15025",0.000264474573720483,0.00675512140377734,0.00544415496781346,"EDN1/HIF1A/NFKB1/HES1/EGR1/PTGIS/ZBP1/IL1B/NR1D1/KLF2/IRAK2/ZC3H12A/NKX3-1/CXCL8/CEBPB/RELA/TRAF6/PLCB1/IRAK1/CCL3L3",20
"GO:0050870","GO:0050870","positive regulation of T cell activation","38/1387","229/15025",0.000267228220332633,0.00676283528245475,0.00545037181402724,"IGF1/RUNX3/SMARCD3/IL12RB1/RIPK2/RASAL3/JAK3/VSIR/MAP3K8/ZBTB16/MDK/CD83/BCL6/HES1/IL1A/FOXO3/SOX4/IL1B/TNFSF9/LILRB2/RARA/BCL10/DUSP10/NFKBIZ/ADAM8/CD1D/ICOSLG/NLRP3/NOD2/NFKBID/CCDC88B/TRAF6/EGR3/CD55/ADA/SRC/AGER/LYN",38
"GO:0051960","GO:0051960","regulation of nervous system development","58/1387","397/15025",0.000292741733730077,0.00717802731106148,0.00578498752409752,"ABCC8/IFRD1/PAX6/RUFY3/TNFRSF1B/FSTL4/SPEN/SMARCD3/SEMA5B/ARHGAP4/SEMA6A/HIF1A/BMP7/SLC7A5/PTPRS/NEURL1/MDK/OPRM1/VEGFA/HES1/TNR/HOXB3/CXCR4/IL1B/BMP2/ID1/NR1D1/LIF/DLL4/GFAP/RARA/PER2/SORL1/PARP6/DUSP10/NTRK2/TENM4/TRIM11/SYNJ1/HEY1/SLITRK5/NDEL1/SEMA6B/CTNNB1/MECP2/EIF2AK3/CLCF1/ULK1/IST1/SLIT1/RELN/SEMA4A/NLGN3/DLL1/SMURF1/OLIG2/PLXNA4/LYN",58
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","26/1387","137/15025",0.00029651430392901,0.00723836024237323,0.00583361164320512,"CASR/PTGS2/EDN1/HMOX1/HIF1A/BMP7/CDKN1B/VEGFA/CPEB4/FOXO3/EGR1/PTGIS/ATF4/AJUBA/JUND/PMAIP1/ADAM8/DDR2/NKX3-1/FOS/PLK3/IRAK1/ZFP36L1/SRC/MDM4/MALAT1",26
"GO:0060576","GO:0060576","intestinal epithelial cell development","6/1387","12/15025",0.00034676846744083,0.0081320924065767,0.00655389720297645,"PRDM1/HIF1A/KLF5/HOXA5/YIPF6/SRC",6
"GO:0086103","GO:0086103","G protein-coupled receptor signaling pathway involved in heart process","6/1387","12/15025",0.00034676846744083,0.0081320924065767,0.00655389720297645,"CDC42/EDN1/PDE4D/RGS2/PDE4B/SRC",6
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","9/1387","26/15025",0.000346987468860299,0.0081320924065767,0.00655389720297645,"BCL3/LFNG/BCL6/PTK2B/IL10/GPR183/C17orf99/ADA/DLL1",9
"GO:2000679","GO:2000679","positive regulation of transcription regulatory region DNA binding","8/1387","21/15025",0.000350967596220376,0.0081320924065767,0.00655389720297645,"PAX6/IGF1/EP300/KLF4/CTNNB1/TRAF6/DAZAP2/H1-0",8
"GO:0007519","GO:0007519","skeletal muscle tissue development","26/1387","139/15025",0.000375408187753718,0.00848822529441502,0.00684091537994696,"EP300/EMD/KLF5/NEURL1/DDX5/CNTNAP1/BVES/MEF2D/EGR1/NR4A1/GPCPD1/ITGA7/FLNB/FLOT1/MYOCD/BIN3/NPHS1/ATF3/COPS2/CTNNB1/FOS/NR1D2/ZBTB18/BCL9L/DLL1/DMD",26
"GO:1903034","GO:1903034","regulation of response to wounding","27/1387","147/15025",0.00039591685861714,0.00886134058450322,0.00714162018429955,"ABCC8/PLAUR/EDN1/PLAT/PTPRS/MDK/SH2B3/HBEGF/TNR/TNFAIP3/CXCR4/RREB1/IL10/KLF4/THBS1/DUOX1/DUOX2/USF1/DDR2/NDEL1/SMAD3/HPSE/THBD/RGMA/PRKG1/AJAP1/SERPINB2",27
"GO:0042093","GO:0042093","T-helper cell differentiation","15/1387","62/15025",0.000402962345247239,0.0089282861796346,0.00719557364753472,"BCL3/IL12RB1/RIPK2/RELB/JAK3/BCL6/CRACR2A/RARA/NFKBIZ/NLRP3/ZC3H12A/NFKBID/GPR183/JUNB/SEMA4A",15
"GO:0045913","GO:0045913","positive regulation of carbohydrate metabolic process","15/1387","62/15025",0.000402962345247239,0.0089282861796346,0.00719557364753472,"MLXIPL/IGF1/DGAT2/HIF1A/NFKB1/PPARGC1A/CD244/MAS1/PMAIP1/FOXO1/PTPN2/IRS2/HRH1/SRC/AVPR1B",15
"GO:0043255","GO:0043255","regulation of carbohydrate biosynthetic process","19/1387","89/15025",0.000411448993230925,0.00900779403037703,0.00725965140938775,"IGF1/DGAT2/EP300/NFKB1/PPARGC1A/PLEK/PTK2B/CD244/GNMT/MAS1/SIK1/FOXO1/RANBP2/PPP1R3B/PTPN2/IRS2/USP7/HRH1/AVPR1B",19
"GO:0010656","GO:0010656","negative regulation of muscle cell apoptotic process","10/1387","32/15025",0.000421397930264341,0.0091680148859411,0.00738877820291639,"IGF1/LRP6/EDN1/HMOX1/BMP7/SLC7A5/MDK/PTK2B/MYOCD/ZC3H12A",10
"GO:0001503","GO:0001503","ossification","52/1387","351/15025",0.000422090951790654,0.0091680148859411,0.00738877820291639,"IGF1/RUNX3/CASR/FGFR2/ATP2B1/PTGS2/TP53INP2/WNT11/SUCO/HIF1A/BMP7/RASSF2/PHEX/DDX5/AREG/ZBTB16/MDK/MEF2D/PTK2B/SRGN/BMP2/THRA/SBDS/ATF4/JUND/CHSY1/H3-3B/FBN2/TOB1/NR1I3/NOCT/KLF10/NPR2/DDR2/NIPBL/ADGRV1/DDX21/SMAD3/CTNNB1/MN1/S1PR1/JUNB/EIF2AK3/CEBPB/SP3/TRAF6/TMEM119/RFLNB/IFITM1/WNT7B/FZD9/CEBPD",52
"GO:0016051","GO:0016051","carbohydrate biosynthetic process","32/1387","187/15025",0.000454858404767777,0.00968901088457075,0.00780866450615359,"IGF1/DGAT2/B4GALT1/EP300/HAS1/NFKB1/PPARGC1A/PLEK/PTK2B/CD244/GNMT/NR1D1/ATF4/MAS1/FUT5/PER2/SIK1/FOXO1/RANBP2/CRTC2/ATF3/PHKG1/B4GALNT2/CSGALNACT2/B3GALT1/PPP1R3B/PTPN2/B3GALT5/IRS2/USP7/HRH1/AVPR1B",32
"GO:0110149","GO:0110149","regulation of biomineralization","18/1387","83/15025",0.00047314864847203,0.00988773141522798,0.00796881934268682,"ROCK1/ATP2B1/HIF1A/BMP7/PTK2B/SRGN/BMP2/ATF4/FBN2/DDR2/ADGRV1/HEY1/SMAD3/S1PR1/CEBPB/TMEM119/RFLNB/FZD9",18
"GO:0071498","GO:0071498","cellular response to fluid shear stress","7/1387","17/15025",0.000476509667628611,0.00992039183512093,0.00799514135476962,"PTGS2/PTK2B/KLF2/KLF4/MAPK7/MTSS1/SRC",7
