"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016049","GO:0016049","cell growth","113/2715","447/15025",7.09485500956392e-05,0.00542119690474371,0.00441776801810094,"SEMA3F/IFRD1/CDK11A/SEMA3B/EXTL3/IGF1/CYFIP2/OGFR/DIP2B/PRKCZ/RASGRP2/CDC42/EDN1/SEMA5B/WNT11/AURKA/SLC9A1/NRCAM/DPYSL2/NRP1/HNF4A/ADNP2/SMAD7/PTPRS/COBL/TGFBR1/CAPRIN2/CDKN1B/RASAL1/ING4/DNPH1/VEGFA/HBEGF/PPP2CA/BCL6/HYAL1/TNR/RGS2/NRP2/SGK1/SPP1/TRIM32/BCL11A/PTK2B/ADRA1A/CXCR4/INHBA/CDKN1A/CPNE5/NRN1/KRT17/CDKN2D/APOE/BST2/SESN2/H3-3B/BTG1/EPHA7/ACVR1B/AGT/PLCE1/CLSTN3/ACVRL1/RB1/MYOCD/IGFBP4/S100A8/BIN3/CDKN2A/C9orf72/EI24/ADAM17/SPOCK1/DAB2/ING1/MMP14/PRMT2/CXCL16/S100A9/NKX6-1/RYK/BAP1/RICTOR/NDEL1/SMAD3/PHB1/KMT2D/CTNNB1/GNG4/BCL2/LAMB2/RARG/NET1/SFN/SPHK1/RIMS2/MEX3C/ULK1/ARIH2/SERTAD2/TSPYL2/SLIT3/PRR5/MAPT/SEMA4D/NLGN3/DACT3/SMURF1/MUC12/MEG3/DDX3X/PLXNA4/CYFIP1",113
"GO:0009743","GO:0009743","response to carbohydrate","58/2715","199/15025",8.14531357651215e-05,0.00605226250860948,0.00493202741340942,"MLXIPL/GIPR/GCLM/MAP2K3/CASR/ME1/RPS6KA2/PTGS2/RASAL2/ICAM1/TREM2/HIF1A/PCK2/HNF4A/CDK16/RPS6KB1/CDKN1B/ACVR2B/IL1A/FOXO3/GPR68/EGR1/PTK2B/SOX4/RUNX2/IL1B/NR1D1/SESN2/RAF1/SERPINF1/ZBED3/TRA2B/THBS1/PPP3CA/TCF7L2/COLEC12/KCNB1/ACE/NKX6-1/CASP3/CCDC186/PRKCB/ENDOG/CDT1/PRKCE/CLEC7A/LPL/UCP2/RMI1/NQO1/PLCB1/GAS6/ZFP36L1/IRS2/PIM3/UNC13B/AGER/VAMP2",58
"GO:0061098","GO:0061098","positive regulation of protein tyrosine kinase activity","22/2715","54/15025",8.22539032210349e-05,0.00605226250860948,0.00493202741340942,"ERBB3/DOCK3/PDGFB/NEURL1/AREG/NEDD9/HBEGF/ADRA1A/EREG/AGT/FCGR1A/ADAM17/NRG1/ACE/ALK/CSF1R/EPGN/GAS6/LILRA5/RELN/PTPN1/SRC",22
"GO:0046883","GO:0046883","regulation of hormone secretion","60/2715","208/15025",8.55816016880837e-05,0.00622032129342657,0.0050689795916408,"ABCC8/GIPR/HFE/ALOX5/CASR/TM7SF3/EDN1/OSM/HIF1A/PCK2/HNF4A/CDK16/STX1A/TCIRG1/KDM5B/VAMP8/SPP1/GPR68/CRY2/INHBA/SOX4/IL1B/PAX8/FFAR2/FFAR1/NR1D1/LIF/PER2/SNAP25/BMAL1/CLOCK/ANXA1/AGT/IL6/UQCC2/HADH/PPP3CA/TRPM2/CAPN10/ILDR1/TCF7L2/FOXO1/DAB2/SLC16A1/RAB11FIP1/KCNB1/NKX6-1/NKX3-1/MIDN/IRS1/PRKCE/CHD7/UCP2/RPH3AL/HCAR2/BMP8A/FFAR3/IRS2/PIM3/DOC2B",60
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","17/2715","37/15025",8.84614629488705e-05,0.00635217252018395,0.00517642599931628,"IGF1/EDN1/AURKA/CDC23/PDGFB/RGCC/IL1A/EREG/IL1B/DLGAP5/NUSAP1/RB1/PHIP/CDT1/SPHK1/CD28/EPGN",17
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","92/2715","353/15025",0.000102079144547887,0.00707432211052795,0.00576491031755139,"FGR/SEMA3F/ABCC8/CD9/FYN/PLAUR/SEMA3B/ALOX5/IGF1/HGF/NR1H3/GRN/SLC12A2/FCGR2B/EDN1/SEMA5B/CYLD/IRAK3/TREM2/NRP1/PDGFB/SAMHD1/RIOK3/ACP5/PLAT/PTPRS/CARD8/CCL2/PROC/TNR/PADI2/NENF/TNFAIP3/SPP1/DUSP1/PLAU/PTGIS/BBS2/MKKS/NR1D1/ZFP36/APOE/NR1H2/SERPINF1/USP15/KLF4/THBS1/RB1/BBS4/FURIN/NLRC5/SOD1/SIGLEC10/DUSP10/PARP1/PLK2/MFHAS1/PTPRO/RABGEF1/VSIG4/SLAMF8/NLRP3/TNFAIP8L2/DCST1/IFI16/CD200R1/RYK/HTRA1/MAPK7/SMAD3/NOD2/PBK/PTGER4/CORO1B/TRIB1/PTPN2/A2M/METRNL/GBA1/THBD/MACIR/SOCS3/PRKG1/BACE1/BCR/SEMA4D/CNR2/AJAP1/SRC/ZDHHC18/LILRA2/EPPK1",92
"GO:0001525","GO:0001525","angiogenesis","116/2715","465/15025",0.000103717088499775,0.00710521663745584,0.0057900864650691,"PLXND1/THSD7A/ABCC8/TBXA2R/STAB1/ALOX5/HGF/GRN/CASP8/SLC12A2/FGFR2/ROCK1/JMJD6/PTGS2/MCAM/EDN1/B4GALT1/MMP2/NRCAM/NRP1/HIF1A/PPP1R16B/KLF5/RGCC/ITGB8/HOXA5/HSPB1/TGFBR1/CCL2/SASH1/VEGFA/SPARC/HYAL1/IL1A/NRP2/TNFAIP3/GNA13/TGFBI/PTK2B/CCR2/CXCR4/NR4A1/PTGIS/EREG/IL1B/C3/ID1/KLF2/DLL4/E2F8/ATP5IF1/SERPINF1/CHI3L1/STARD13/EPHB2/BTG1/COL4A2/ANXA1/AGT/GPNMB/IL6/KLF4/THBS1/EMILIN1/ITGAV/ENPEP/ACVRL1/WARS1/ITGAX/CDH13/ECM1/RHOB/COL8A1/PLK2/RSPO3/ADM/IL18/ADAM8/NODAL/MMP14/RUNX1/HK2/ACE/ITGA5/FZD5/PROK2/ZC3H12A/AGGF1/HEY1/CYBB/VSTM4/JCAD/SPRED1/MAPK7/PRKCB/CTNNB1/MECP2/CXCL8/LRG1/EIF2AK3/EGFL7/PTPRM/VEGFB/SPHK1/JUN/EGR3/SETD2/EPGN/HGS/FLNA/C5AR1/NRARP/COL15A1/ADGRG1/SYNJ2BP/PIK3R6",116
"GO:0003018","GO:0003018","vascular process in circulatory system","65/2715","232/15025",0.000115129051014349,0.00764268463613321,0.00622807257349322,"ABCC8/TBXA2R/ATP1A2/CPS1/GCLM/CASR/SLC2A3/SLC12A2/ROCK1/SLC44A1/ATP2B1/PTGS2/ATP2A3/EDN1/SLC1A3/MMP2/SLC7A8/SLC7A5/SLC1A5/PLOD3/P2RX1/SLC1A2/SLC38A1/VEGFA/ABCC5/SLC1A4/RGS2/ECE1/SLC2A1/SLC16A7/ADRA1A/BBS2/ABCC4/MKKS/KLF2/DOCK4/ATP1B2/APOE/LRP3/AKAP12/GCH1/PER2/ATP1A4/CHRM3/AGT/HTR2B/SLCO2B1/SOD1/ADM/SLC16A1/KCNMA1/ACE/ARHGAP35/VSTM4/SLC27A4/ADCY6/P2RY2/ZDHHC21/PTP4A3/PRKG1/BCR/SRC/AGER/ITGA1/HBB",65
"GO:0033674","GO:0033674","positive regulation of kinase activity","110/2715","438/15025",0.000116691996961094,0.00764268463613321,0.00622807257349322,"FGR/CAMKK1/TENM1/CD4/GPRC5A/IGF1/SLC11A1/MAP2K3/KITLG/ERBB3/FGFR2/PRKCZ/CDC42/TRAF4/EDN1/WNT11/TPX2/DOCK3/CCNK/CLSPN/CDC6/TREM2/PDGFB/EEF1A2/RGCC/VAC14/MET/PRKAG2/NEURL1/MMD/AREG/CCND1/CD81/CDKN1B/NEDD9/TPD52L1/SASH1/VEGFA/HBEGF/RAD50/PPP2CA/ACVR2B/CCND2/EGR1/TNFRSF10B/PTK2B/ADRA1A/FLT3/CKS2/CDKN1A/EREG/IL1B/CHI3L1/EPHB2/CCNB1/EPHA7/AGAP2/AGT/HTR2B/THBS1/CENPE/NTRK3/PIK3R5/TNFRSF11A/BCL10/MOB3C/CALM2/SNCA/VLDLR/NTRK2/INCENP/FCGR1A/IL18/ADAM8/ADAM17/ACSL1/RANBP2/MERTK/NRG1/PINK1/ACE/S100A12/FZD5/RYK/RICTOR/LMTK2/PHB1/NOD2/IRS1/SYAP1/ALK/MOB3A/CKS1B/TRAF6/TNFSF15/CSF1R/EPGN/GAS6/EPHA10/TNFAIP8L3/IRAK1/MAPT/LILRA5/LRRK2/RELN/PTPN1/SRC/AGER/DDX3X/PIK3R6",110
"GO:0002367","GO:0002367","cytokine production involved in immune response","37/2715","113/15025",0.000120266713076777,0.00779119141236512,0.00634909169492276,"HFE/PRKCZ/MAVS/IRAK3/SMAD7/ACP5/SLC7A5/RIPK2/JAK3/CLNK/PANX1/CD81/BCL6/NR4A3/CCR2/TREM1/IL1B/FFAR2/TICAM1/BST2/IL6/BCL10/IL18/RABGEF1/NLRP3/MAPKAPK2/FZD5/DDX21/NOD2/CLEC7A/TRAF6/LACC1/FFAR3/CD55/TLR7/ARID5A/UBE2J1",37
"GO:0048511","GO:0048511","rhythmic process","73/2715","269/15025",0.000136774305331435,0.00876532107285324,0.00714291618335303,"CREBBP/NR1H3/PER3/F7/NFKB2/MMP2/ESR1/EP300/HNF4A/RELB/NAMPT/AHR/PTGDS/PLEKHA1/RAI1/DDX5/NAGLU/MAPK10/TIMELESS/OPRM1/NUDT12/ID2/SFPQ/KDM5B/FOXO3/KLF9/EGR1/CRY2/INHBA/BHLHE41/EREG/OPRL1/ID1/NR1D1/FBXL12/ATF4/JUND/TOP2A/PER2/SERPINF1/PCNA/BMAL1/BHLHE40/CLOCK/TPH2/TNFRSF11A/SIK1/TRPM2/PARP1/PAM/NTRK2/NOCT/SUV39H2/KLF10/DYRK1A/PROK2/PTX3/CASP3/NFIL3/SGPL1/CDK1/KDM2A/RBM4B/A2M/TYMS/KCNA2/PER1/EGR3/NRIP1/SLIT3/USP7/SRC/TOP1",73
"GO:2000147","GO:2000147","positive regulation of cell motility","121/2715","492/15025",0.000141302606473391,0.00895918653810014,0.00730089839046168,"FGR/SEMA3F/SEMA3B/IGF1/HGF/GRN/MAP2K3/KITLG/F7/SPI1/SCARB1/PTGS2/MCAM/EDN1/CARMIL1/SEMA5B/WNT11/MMP2/ICAM1/ITGA6/TF/TREM2/NRP1/PDGFB/LGMN/HIF1A/MMP9/BMP7/CD99L2/MET/HSPB1/TGFBR1/VSIR/RPS6KB1/CCL7/CCL8/COL1A1/WNT5B/NEDD9/RIPOR2/SASH1/FBXO5/VEGFA/HBEGF/SPARC/HYAL1/IL1A/ARHGEF2/DOCK7/NRP2/TRIM32/NR4A3/ONECUT2/PTK2B/CCR2/CXCR4/PLAU/IL1B/TNFSF14/DOCK4/AKAP12/RIN2/EPHB2/ELP3/ANXA1/ACVR1B/AGT/GPNMB/IL6/MMP7/THBS1/ITGAV/PPP3CA/DUOX2/NTRK3/ITGAX/CDH13/RHOB/IQSEC1/PLK2/PLA2G7/DOCK1/FER/ADAM8/ADAM17/MGAT5/DAB2/MMP14/ITGA5/CXCL16/ZC3H12A/JCAD/SMAD3/CXCL8/PRKCE/P2RY6/BCL2/CLEC7A/OXSR1/VEGFB/AKIRIN1/CMKLR1/SPHK1/ANO6/JUN/MYADM/TMEM102/CLDN7/CSF1R/GAS6/ZNF703/IRS2/SEMA4D/RELN/FUT4/SRC/C5AR1/AGER/ZNF580/MALAT1/TALAM1",121
"GO:0071695","GO:0071695","anatomical structure maturation","58/2715","203/15025",0.000147963498504803,0.00921952182030583,0.00751304727638487,"IGF1/ANKS1A/RPS6KA2/EDN1/MMP2/AURKA/NRCAM/DMC1/BRD1/HIF1A/REC8/HOXA5/ZBTB16/FBXO5/VEGFA/HES1/FOXO3/BCL11A/PTK2B/RUNX2/EREG/C3/KLF2/ANKRD17/H3-3B/MTCH1/ACVRL1/RB1/SRRM4/SLC24A4/NR4A2/LGI4/KCNB1/GPAT4/NPR2/SPTBN4/FZD5/NKX6-1/BAP1/PLXNB1/CTNNB1/MECP2/BCL2/CLEC7A/RND1/C1QA/CNTNAP2/DDIT3/TYMS/GBA1/FAM20C/ZBTB7A/TDRKH/RFLNB/GLDN/SEMA4D/LRRK2/SLFN14",58
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","96/2715","375/15025",0.000148502364890832,0.00921952182030583,0.00751304727638487,"FKBP4/VPS41/TENM1/CAPG/CYFIP2/PRKCZ/CDC42/FSCN1/CARMIL1/PLEKHG2/ESR1/TREM2/EP300/PPM1A/RIOK3/COTL1/TUBB4A/CARD8/MET/STX1A/HSPA8/CDKN1B/VEGFA/HES1/SPTBN1/PLEK/STMN1/CAMSAP2/SLF2/PTK2B/HJURP/VASP/MKKS/THRA/TICAM1/APOE/CLIP1/NR1H2/RAF1/H3-3B/KANK4/ARPC5L/FCHSD2/SORL1/SMAD6/PREB/RB1/WARS1/BBS4/PARP1/SNCA/RASA1/ARHGAP18/GSN/MPP7/NEK7/FER/EPS8/ZNF827/BCL2L11/GBP5/NRG1/DYRK1A/PINK1/TPPP3/SPTBN4/FBLIM1/ARPC5/CDC42EP3/RICTOR/CDT1/MECP2/PRKCE/TPPP/PTGER4/CLEC7A/CKAP5/MTLN/ULK1/GBA1/CDC42EP4/MYADM/CLDN7/AIDA/TRABD2A/MAPT/SRC/SVIL/CYRIA/UNC13B/IQANK1/ARL2/DDX3X/CPTP/FMN1/CYFIP1",96
